CHH10001   MECA07122707
CHH9874   ME-WLQ7A5K
CHH9875   ME-DUV1X6D
CHH9876   ME-F81MXYK
CHH9877   ME-PWTF2AD
CHH9878   ME-NENI9Q9
CHH9879   ME-P4U3ZWC
CHH9880   ME-Z7HZ4DT
CHH9881   ME-MUL5379
CHH9882   ME-GAAX1YZ
CHH9883   ME-G6S8F68
CHH9884   ME-FSNUGAX
CHH9885   ME-DHCV2X3
CHH9886   ME-L951NTF
CHH9887   ME-939CJYW
CHH9888   ME-MDIVKVH
CHH9889   ME-CII9TI3
CHH9890   ME-AY97HRZ
CHH9891   ME-FL4IA6U
CHH9892   ME-W2THIVF
CHH9893   ME-JTD6KUS
CHH9894   ME-YNYDG8W
CHH9895   ME-L7L31FF
CHH9896   ME-W424XPY
CHH9897   ME-PUCSNW8
CHH9898   ME-6XZE61U
CHH9899   ME-F4INXWD
CHH9900   ME-IC1JWSF
CHH9901   ME-GRUG6M3
CHH9902   ME-QREEBKS
CHH9903   ME-VL59A2B
CHH9904   ME-1BSBG81
CHH9905   ME-S6B7XML
CHH9906   ME-6EJNAEU
CHH9907   ME-6NZGHSJ
CHH9908   ME-VI3CYR8
CHH9909   ME-9JSIJGA
CHH9910   ME-KAHR4AW
CHH9911   ME-GL832GV
CHH9912   ME-SK6NSGS
CHH9913   ME-KKRKINS
CHH9914   ME-BKGSVBH
CHH9915   ME-PH7ALYV
CHH9916   ME-CHFBNL7
CHH9917   ME-NPMVBF9
CHH9918   ME-QTNJYZU
CHH9919   ME-P51IX59
CHH9920   ME-QVE55ZY
CHH9921   ME-9XHPD71
CHH9922   ME-RN3D4WW
CHH9923   ME-E6UCH9K
CHH9924   ME-VLPAXGQ
CHH9925   ME-SPB11R3
CHH9926   ME-7WAID2Z
CHH9927   ME-N2E8DAF
CHH9928   ME-Y9S6NFF
CHH9929   ME-R5PWSRI
CHH9930   ME-M2ETV2H
CHH9931   ME-TCNYTVP
CHH9935   MECA07090809
CHH9937   MECA07090810
CHH9939   MECA07082514
CHH9941   MECA07082104
CHH9944   MECA07090816
CHH9945   MECA07102620
CHH9946   MECA07111713
CHH9949   MECA07103106
CHH9950   MECA07102712
CHH9952   MECA07111710
CHH9953   MECA07111720
CHH9954   MECA07112107
CHH9959   MECA07112207
CHH9960   MECA07120505
CHH9962   MECA07121501
CHH9963   MECA07121511
CHH9964   MECA07121521
CHH9965   MECA07120506
CHH9966   MECA07121502
CHH9984   MECA07122109
CHH9987   MECA07122220
CHH9992   MECA07122222
CHH9993   MECA07122202
CHH9995   MECA08011203
CHH9996   MECA07120807
CHH9998   MECA07122224
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7992   MECA07042801
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7994   MECA07063002
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7995   MECA07051801
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7996   MECA07062309
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7997   MECA07070718
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7998   MECA07071705
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH7999   MECA07070707
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8000   MECA07071707
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8001   MECA07070704
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8002   MECA07081007
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8003   MECA07072816
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8004   MECA07081010
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8005   MECA07072807
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8006   MECA07072808
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8007   MECA07072809
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8008   MECA07072810
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8009   MECA07073102
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8010   MECA07052605
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8011   MECA07081802
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8012   MECA07052801
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8013   MECA07052804
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8014   MECA07053003
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8015   MECA07082002
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8016   MECA07090710
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8017   MECA07082103
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8018   MECA07090805
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8019   MECA07090713
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8020   MECA07090103
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8021   MECA07081828
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8022   MECA07090716
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8023   MECA07082507
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8024   MECA07082902
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8025   MECA07082903
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8026   MECA07091005
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8027   MECA07090101
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8028   MECA07082512
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8029   MECA07091105
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8030   MECA07082806
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8031   MECA07090815
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8032   MECA07082901
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8033   MECA07102704
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8034   MECA07111212
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8035   MECA07111705
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8036   MECA07111722
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8037   MECA07112401
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8038   MECA07111603
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8039   MECA07112606
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8040   MECA07121512
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8041   MECA07121516
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8042   MECA07120503
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8043   MECA07120504
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8044   MECA07121510
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8045   MECA07122801
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8046   MECA07122110
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8047   MECA07122105
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8048   MECA07122106
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8049   MECA07122107
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8050   MECA08011405
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8051   MECA08030109
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8052   MECA08011701
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8053   MECA08030604
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8054   MECA08011204
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8055   MECA08030803
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8056   MECA08011903
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8057   MECA08030106
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8058   MECA08030108
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8059   MECA08030606
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8060   MECA08032201
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8061   MECA08032202
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8062   MECA08032908
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8063   MECA08032909
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8064   MECA08032002
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8065   MECA08032910
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8066   MECA08041108
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8067   MECA08041109
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8068   MECA08041915
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8069   ME-1DKXODW
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8070   ME-U0J2P98
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8071   ME-FTI7TPY
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8072   ME-AXZRYB2
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8073   ME-09D1AX4
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8074   ME-6IJAIVC
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8075   ME-7TB1FIX
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8076   ME-SFVQ9U0
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8077   MECA08041918
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8078   ME-K6T1LDU
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8079   MECA08041919
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8080   ME-UZSXLDM
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8081   ME-NSTGB62
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8082   ME-CX2RH42
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8083   ME-FLDX4LX
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8084   ME-NBUAVXM
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8085   ME-XZHYMKY
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8086   ME-O1QZEJ4
SM_HS004-PE-R00073_AC5DJBANXX.hg19.CHH8087   ME-MCLAP6J
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8258   ME-QFBC18U
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8259   ME-JW2URI1
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8260   ME-6JRGE2S
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8261   ME-CVW8BGM
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8262   ME-Y29SKKM
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8263   ME-NCEPXLA
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8264   ME-RPDVDLQ
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8265   ME-QR143N9
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8268   ME-BMXA68T
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8269   ME-81GKKWX
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8270   ME-XMRLADJ
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8272   ME-4CB7TKW
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8273   ME-7FYA3EI
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8274   ME-DFFUUT6
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8275   ME-CSE5UBT
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8276   ME-8PYIF7Y
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8277   ME-9CE7S88
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8280   ME-QRDF9RB
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8281   ME-L92CEQB
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8284   ME-Y3GC4J9
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8285   ME-KC2ZWJE
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8286   ME-RCN2HER
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8287   ME-A6SXQKE
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8288   ME-5WRGZ8D
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8289   ME-CW9C92B
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8292   ME-Q6MF9Q4
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8293   ME-KQEVQ3W
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8294   ME-CTMJZXH
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8295   ME-ACRRU4U
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8296   ME-3PP7DM8
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8297   ME-9PIG11U
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8298   ME-SAX1PQ6
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8299   ME-YGBZAI1
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8300   ME-AGGQVK1
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8301   ME-DNTDVBT
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8304   ME-1ALETXA
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8305   ME-NBG9VXG
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8330   ME-EQHMULI
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8331   ME-BMDGDXY
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8332   ME-CTZ5PUP
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8333   ME-6P4HZFT
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8334   ME-J4F41YN
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8335   ME-M19HEWA
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8336   ME-6Q8D1FD
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8337   ME-MKM9E3X
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8340   ME-WL2FSMP
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8341   ME-6MCJQIU
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8343   ME-PFCNDR3
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8344   ME-URHCR93
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8345   ME-PJFNS9A
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8346   ME-3RNBC1K
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8347   ME-7E54FS4
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8348   ME-KF5CGRH
SM_HS004-PE-R00076_AC5L2FANXX.hg19.CHH8353   ME-UEW8JE1
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8354   ME-369GV2W
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8355   ME-R45AH3C
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8356   ME-UFGF2KG
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8357   ME-KZZXRGL
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8358   ME-LCPUNDG
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8359   ME-VGYNGAL
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8360   ME-KE75L1H
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8361   ME-GCPCCMX
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8362   ME-937D36A
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8363   ME-ACB2YZG
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8364   ME-5MVCJTK
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8365   ME-Y9RFFM9
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8366   ME-WDF673V
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8367   ME-VZEEGXN
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8368   ME-N9MF5JA
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8369   ME-7MDX4Z3
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8370   ME-D2TZ6LE
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8371   ME-K8QN6T2
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8372   ME-BDNALKG
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8373   ME-QPKELQ9
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8374   ME-7U4A2HD
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8375   ME-4EQ824M
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8376   ME-XVNUW88
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8377   ME-9FF1CS8
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8378   ME-N712P3N
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8379   ME-WFR4ESZ
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8380   ME-QB3WWZM
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8381   ME-BP2IGWS
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8382   ME-HE8YTR7
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8383   ME-KZGPJD1
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8384   ME-PGNQ4I9
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8385   ME-V9WCNSM
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8386   ME-GJ42PHV
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8387   ME-1CXLIU8
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8388   ME-PN5AWJH
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8389   ME-F228AC8
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8390   ME-ND5TVT3
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8391   ME-NQCEWDB
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8392   ME-SNW48AW
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8393   ME-M8ZSKV1
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8394   ME-L3HPIFW
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8395   ME-AAMGUPH
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8396   ME-523HCLT
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8398   ME-JEL5ZDS
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8400   ME-9AW7IW2
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8401   ME-TBYVJYA
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8402   ME-3V4DGC1
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8403   ME-6QXZL7F
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8404   ME-89W5HWK
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8405   ME-G26251R
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8406   ME-YEV9WB5
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8407   ME-4Y8IBSW
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8408   ME-WEIMFUI
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8409   ME-GJIIRQP
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8411   ME-JUQSSVD
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8412   ME-1R16ML5
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8413   ME-CYA18PN
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8414   ME-CQRW217
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8415   ME-PUHPMM4
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8416   ME-NHY9HFR
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8417   ME-6DL1CE5
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8418   ME-P3GSB5I
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8419   ME-W2H25ZS
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8420   ME-2T4J6U6
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8421   ME-HES443N
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8422   ME-3U1KM66
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8423   ME-9VW5CBG
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8424   ME-HFB4BVD
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8425   ME-FWNAXBY
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8426   ME-KZ28394
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8427   ME-RR8MI26
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8428   ME-C64449R
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8429   ME-K5T1RBZ
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8430   ME-SJP1GCY
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8431   ME-FR8NGK7
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8432   ME-D1FWJTJ
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8433   ME-RRND5F3
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8434   ME-5DSD1IE
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8435   ME-JYG44KQ
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8436   ME-V8JA4AA
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8437   ME-LEM97YL
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8438   ME-JG2U986
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8439   ME-1FTL1HX
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8440   ME-AI3LJMU
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8441   ME-G6HHI7J
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8442   ME-EVDJ7UN
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8443   ME-LZYKGM6
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8444   ME-ZT8IQR8
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8445   ME-DKBJB1T
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8446   ME-PQN3ESK
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8447   ME-4VEWNSN
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8448   ME-EH8JC1V
SM_HS004-PE-R00077_BC5L3DANXX.hg19.CHH8449   ME-6CZ4DJN
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8454   ME-MGP2A5P
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8455   ME-3WUF516
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8456   ME-MXTSG2G
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8457   ME-T9B49QC
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8458   ME-6EUNMEU
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8459   ME-PVX94BJ
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8460   ME-PBJ7SWA
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8461   ME-G5UTJJU
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8462   ME-2S8D9G3
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8463   ME-C99KLYV
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8464   ME-1PGI2DP
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8465   ME-LMXRAQZ
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8466   ME-33RCGAY
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8467   ME-783S6RJ
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8468   ME-RNVA5IE
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8469   ME-DVMQZPR
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8470   ME-KEVDADX
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8471   ME-S2EIKE3
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8472   ME-4G8ASWS
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8473   ME-BXAJQDW
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8474   ME-AB9G5JE
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8475   ME-XX7SR2B
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8476   ME-ZA6FKBT
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8477   ME-L12AUME
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8478   ME-LU5DG2T
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8479   ME-Z7CUGV9
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8480   ME-2K83SHY
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8481   ME-YJP3LI9
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8482   ME-SFEJUV9
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8483   ME-L9PFY1R
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8484   ME-NVA1CFC
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8485   ME-WEG2CKL
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8486   ME-LPHFE5M
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8487   ME-4XSHZFW
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8488   ME-IJ8FRJG
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8489   ME-DLL2SZC
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8490   ME-JG1CJBJ
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8491   ME-U7YMZ3A
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8492   ME-46B8S46
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8493   ME-BH7NA2X
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8494   ME-TVFQV12
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8495   ME-9TD49BP
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8496   ME-BKZWKCY
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8497   ME-U2UUBDK
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8498   ME-ZFUH6RJ
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8499   ME-IJ2GHSD
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8500   ME-FV7EP4M
